Set keyframe interpolation method to hold or Auto Bezier	Đặt phương pháp nội suy keyframe thành hold hoặc Auto Bezier
Set paint foreground color to black and background color to white	Đặt màu vẽ tiền cảnh thành đen và màu nền thành trắng
Set proxy for selected footage item	Đặt proxy cho mục footage đã chọn
Set Quality to Best, Draft, or Wireframe for selected layers	Đặt Quality thành Best, Draft hoặc Wireframe cho các layer đã chọn
Set resolution to Full, Half, or Custom in Composition panel	Đặt độ phân giải thành Full, Half hoặc Custom trong bảng Composition
Set task to auto schedule	Đặt nhiệm vụ ở chế độ lên lịch tự động
Set task to manually schedule	Đặt nhiệm vụ ở chế độ lên lịch thủ công
Set velocity for selected keyframes	Đặt vận tốc cho các keyframe đã chọn
Set work area to duration of selected layers or, if no layers are selected, set work area to composition duration	Đặt vùng làm việc theo thời lượng của các layer đã chọn hoặc, nếu không chọn layer nào, theo thời lượng của composition
Set your status	Đặt trạng thái
Setting the sampling method for selected layers (Best/Bicubic)	Đặt phương pháp lấy mẫu cho các layer đã chọn (Best/Bicubic)
Setting the sampling method for selected layers (Best/Bilinear)	Đặt phương pháp lấy mẫu cho các layer đã chọn (Best/Bilinear)
Settings	Cài đặt
Shader Editor	Trình chỉnh sửa Shader
Shape Builder Tool	Công cụ Shape Builder
Shape Layers	Layer hình dạng
Shaper tool	Công cụ Shaper
Shapes	Hình dạng
Share the post	Chia sẻ bài đăng
Shear	Kéo xiên
Shear tool	Công cụ kéo xiên
Show / hide render window	Hiện / ẩn cửa sổ render
Show 1st Spot plate	Hiện bản màu Spot thứ 1
Show 2nd Spot plate	Hiện bản màu Spot thứ 2
Show 3rd Spot plate	Hiện bản màu Spot thứ 3
Show all bookmarks (Library window)	Hiện tất cả dấu trang (cửa sổ Thư viện)
Show All Commands (Command Palette)	Hiện tất cả lệnh (Command Palette)
Show all plates	Hiện tất cả bản màu
Show all selections	Hiện tất cả vùng chọn
Show All Symbols	Hiện tất cả ký hiệu
Show alpha boundary (outline between transparent and opaque regions) in Layer panel	Hiện ranh giới alpha (đường viền giữa vùng trong suốt và vùng mờ đục) trong bảng Layer
Show alpha overlay (colored overlay on transparent regions) in Layer panel	Hiện lớp phủ alpha (lớp phủ có màu trên vùng trong suốt) trong bảng Layer
Show Black plate	Hiện bản màu Black
Show Bookmarks window	Hiện cửa sổ Dấu trang
Show colorized red, green, or blue channel	Hiện kênh đỏ, lục hoặc lam ở dạng có màu
Show command suggestions	Hiện gợi ý lệnh
Show Commit window	Hiện cửa sổ Commit
Show Cyan plate	Hiện bản màu Cyan
Show Debug window	Hiện cửa sổ Debug
Show document template	Hiện mẫu tài liệu
Show Explorer / Toggle Focus	Hiện Explorer / Bật/tắt tiêu điểm
Show Extensions	Hiện Extensions
Show Find window	Hiện cửa sổ Tìm
Show grid	Hiện lưới
Show hidden characters	Hiện ký tự ẩn
Show Hover	Hiện chú giải hover
Show information on installed plug‑ins and InDesign components	Hiện thông tin về plugin đã cài đặt và các thành phần InDesign
Show Intention Actions	Hiện Intention Actions
Show keyboard shortcuts	Hiện phím tắt
Show Magenta plate	Hiện bản màu Magenta
Show only Anchor Point property (for lights and cameras, Point Of Interest)	Chỉ hiện thuộc tính Anchor Point (với đèn và camera là Point Of Interest)
Show only Audio Levels property	Chỉ hiện thuộc tính Audio Levels
Show only audio waveform	Chỉ hiện dạng sóng âm thanh
Show only Effects property group	Chỉ hiện nhóm thuộc tính Effects
Show only expressions	Chỉ hiện expression
Show only instances of missing effects	Chỉ hiện các trường hợp effect bị thiếu
Show only Mask Feather property	Chỉ hiện thuộc tính Mask Feather
Show only Mask Opacity property	Chỉ hiện thuộc tính Mask Opacity
Show only Mask Path property	Chỉ hiện thuộc tính Mask Path
Show only mask property groups	Chỉ hiện các nhóm thuộc tính mask
Show only Material Options property group	Chỉ hiện nhóm thuộc tính Material Options
Show only modified properties	Chỉ hiện các thuộc tính đã sửa đổi
Show only Opacity property (for lights, Intensity)	Chỉ hiện thuộc tính Opacity (với đèn là Intensity)
Show only paint strokes, Roto Brush strokes, and Puppet pins	Chỉ hiện nét vẽ, nét Roto Brush và ghim Puppet
Show only Position property	Chỉ hiện thuộc tính Position
Show only Rotation and Orientation properties	Chỉ hiện thuộc tính Rotation và Orientation
Show only Scale property	Chỉ hiện thuộc tính Scale
Show only selected properties and groups	Chỉ hiện các thuộc tính và nhóm đã chọn
Show only Time Remap property	Chỉ hiện thuộc tính Time Remap
Show or hide a property sheet	Hiện hoặc ẩn bảng thuộc tính
Show or hide bookmarks bar	Hiện hoặc ẩn thanh dấu trang
Show or hide grid	Hiện hoặc ẩn lưới
Show or hide gridlines	Hiện hoặc ẩn đường lưới
Show or hide guides	Hiện hoặc ẩn đường gióng
Show or hide layer controls (masks, motion paths, light and camera wireframes, effect control points, and layer handles)	Hiện hoặc ẩn điều khiển layer (mask, motion path, khung dây của đèn và camera, điểm điều khiển effect và tay nắm layer)
Show or hide Layer Switches and Modes columns	Hiện hoặc ẩn cột Layer Switches và Modes
Show or hide nonprinting characters	Hiện hoặc ẩn ký tự không in
Show or hide Parent column	Hiện hoặc ẩn cột Parent
Show or hide rulers	Hiện hoặc ẩn thước
Show or hide the bookmarks toolbar	Hiện hoặc ẩn thanh công cụ dấu trang
Show or hide the favorites bar	Hiện hoặc ẩn thanh yêu thích
Show or hide the Layers panel	Hiện hoặc ẩn bảng Layers
Show or hide the Navigation Pane	Hiện hoặc ẩn Ngăn dẫn hướng
Show or hide the UI	Hiện hoặc ẩn giao diện
Show Output	Hiện Output
Show Problems	Hiện Problems
Show Problems window	Hiện cửa sổ Problems
Show Project window	Hiện cửa sổ Project
Show properties with keyframes	Hiện các thuộc tính có keyframe
Show reader or edit view	Hiện chế độ xem đọc hoặc chỉnh sửa
Show red, green, blue, or alpha channel as grayscale	Hiện kênh đỏ, lục, lam hoặc alpha dưới dạng thang xám
Show Refine Edge X-ray	Hiện Refine Edge X-ray
Show Run	Hiện Run
Show Run window	Hiện cửa sổ Run
Show Search	Hiện Tìm kiếm
Show Services window	Hiện cửa sổ Services
Show Source Control	Hiện Source Control
Show Structure window	Hiện cửa sổ Structure
Show subtasks	Hiện nhiệm vụ con
Show Terminal window	Hiện cửa sổ Terminal
Show transparency grid	Hiện lưới trong suốt
Show Version Control window	Hiện cửa sổ Version Control
Show Yellow plate	Hiện bản màu Yellow
Show/ hide perspective grid	Hiện/ẩn lưới phối cảnh
Show/ hide smart guides	Hiện/ẩn đường gióng thông minh
Show/hide Align panel	Hiện/ẩn bảng Align
Show/Hide all panels	Hiện/ẩn tất cả bảng
Show/Hide all panels except the Tools panel and Control panel	Hiện/ẩn tất cả bảng trừ bảng Tools và bảng Control
Show/hide Appearance panel	Hiện/ẩn bảng Appearance
Show/Hide artboard rulers	Hiện/ẩn thước artboard
Show/Hide artboards	Hiện/ẩn artboard
Show/hide Attributes panel	Hiện/ẩn bảng Attributes
Show/hide Brushes panel	Hiện/ẩn bảng Brushes
Show/hide Color panel	Hiện/ẩn bảng Color
Show/hide console	Hiện/ẩn console
Show/hide Gradient panel	Hiện/ẩn bảng Gradient
Show/hide Graphic Styles panel	Hiện/ẩn bảng Graphic Styles
Show/hide Info panel	Hiện/ẩn bảng Info
Show/hide Layers panel	Hiện/ẩn bảng Layers
Show/hide Pathfinder panel	Hiện/ẩn bảng Pathfinder
Show/hide Stroke panel	Hiện/ẩn bảng Stroke
Show/hide Symbols panel	Hiện/ẩn bảng Symbols
Show/Hide the details pane	Hiện/ẩn ngăn chi tiết
Show/Hide the preview pane	Hiện/ẩn ngăn preview
Show/hide Transform panel	Hiện/ẩn bảng Transform
Show/hide Transparency panel	Hiện/ẩn bảng Transparency
Showing properties and groups in the Timeline panel	Hiển thị thuộc tính và nhóm trong bảng Timeline
Shrink selection	Thu hẹp vùng chọn
Shrink-wrap window to image	Co cửa sổ vừa khít với ảnh
Sidebar	Thanh bên
Sign in as different user / browse as guest	Đăng nhập bằng người dùng khác / duyệt ở chế độ khách
Simplify	Đơn giản hoá
Single line spacing	Giãn cách dòng đơn
Slack basics	Cơ bản về Slack
Slice tool	Công cụ Slice
Slide show and view	Trình chiếu và chế độ xem
Slides	Trang chiếu
Slow down playback	Giảm tốc độ phát
Small capitals	Chữ hoa nhỏ
Small caps	Chữ hoa nhỏ
Small caps (on/off)	Chữ hoa nhỏ (bật/tắt)
Small heading	Tiêu đề nhỏ
Smudge	Làm nhoè
Snap the window	Neo cửa sổ
Snap to grid	Bắt dính vào lưới
Snap to point	Bắt dính vào điểm
Speed up playback	Tăng tốc độ phát
Spiral tool	Công cụ xoắn ốc
Split Editor	Tách trình soạn thảo
Split selected layers. (If no layers are selected, split all layers.)	Tách các layer đã chọn. (Nếu không có layer nào được chọn, tách tất cả layer.)
Split the document window	Tách cửa sổ tài liệu
Spray tool	Công cụ phun
Star or unstar	Gắn dấu sao hoặc bỏ dấu sao
Start / Continue	Bắt đầu / Tiếp tục
Start a chat in a new window	Bắt đầu cuộc trò chuyện trong cửa sổ mới
Start a new chat	Bắt đầu cuộc trò chuyện mới
Start a new line in the same cell	Xuống dòng mới trong cùng một ô
Start a search	Bắt đầu tìm kiếm
Start audio call	Bắt đầu cuộc gọi thoại
Start call in private message or group	Bắt đầu cuộc gọi trong tin nhắn riêng hoặc nhóm
Start extending the selection	Bắt đầu mở rộng vùng chọn
Start IME reconversion	Bắt đầu chuyển đổi lại IME
Start math equation	Bắt đầu phương trình toán học
Start New Line	Bắt đầu dòng mới
Start New Line Before Current	Bắt đầu dòng mới phía trên dòng hiện tại
Start new line in input area	Bắt đầu dòng mới trong vùng nhập
Start or stop preview	Bắt đầu hoặc dừng preview
Start or stop Read Aloud	Bắt đầu hoặc dừng Read Aloud
Start Presenter view	Bắt đầu chế độ xem Người trình bày
Start row on next frame	Bắt đầu hàng ở frame tiếp theo
Start slide show	Bắt đầu trình chiếu
Start video call	Bắt đầu cuộc gọi video
Start without debugging	Bắt đầu mà không debug
Start, join, leave or end a huddle	Bắt đầu, tham gia, rời hoặc kết thúc huddle
Step forward in history	Tiến tới trong lịch sử
Step Into	Step Into
Step Out	Step Out
Step Over	Step Over
Stop	Dừng
Stop loading	Dừng tải
Stop loading page; close dialog or pop-up	Dừng tải trang; đóng hộp thoại hoặc cửa sổ bật lên
Stretch window	Kéo giãn cửa sổ
Strikethrough	Gạch ngang
Strikethrough selected text	Gạch ngang văn bản đã chọn
Style Editor	Style Editor
Subdivide	Chia nhỏ
Subscript	Chỉ số dưới
Subtract mode	Chế độ trừ
Superscript	Chỉ số trên
Surround with	Bao quanh bằng
Swap fill and stroke	Hoán đổi màu tô và nét viền
Swap foreground / background colors	Hoán đổi màu tiền cảnh / màu nền
Swap foreground and background colors	Hoán đổi màu tiền cảnh và màu nền
Swap paint background color and foreground colors	Hoán đổi màu nền và màu tiền cảnh trong Paint
Swap sidebars	Hoán đổi thanh bên
Swatches	Swatches
Switch between Add Anchor Point tool and Delete Anchor Point tool	Chuyển giữa công cụ Add Anchor Point và công cụ Delete Anchor Point
Switch between Area Type and Path Type, Vertical Area Type and Vertical Path Type tools	Chuyển giữa các công cụ Area Type và Path Type, Vertical Area Type và Vertical Path Type
Switch between current and previous zoom levels	Chuyển giữa mức thu phóng hiện tại và trước đó
Switch between current page and master page	Chuyển giữa trang hiện tại và trang master
Switch between current view and actual size	Chuyển giữa chế độ xem hiện tại và kích thước thực tế
Switch between Direct Selection tool and Group Selection tool	Chuyển giữa công cụ Direct Selection và công cụ Group Selection
Switch between Edit and Navigation mode	Chuyển giữa chế độ Chỉnh sửa và chế độ Điều hướng
Switch between Normal View and Preview Mode	Chuyển giữa chế độ xem Bình thường và chế độ Preview
Switch between open apps	Chuyển giữa các ứng dụng đang mở
Switch between Type and Vertical Type, Area Type and Vertical Area Type, and Path Type and Vertical Path Type tools	Chuyển giữa các công cụ Type và Vertical Type, Area Type và Vertical Area Type, Path Type và Vertical Path Type
Switch desktop	Chuyển màn hình nền
Switch image from High Quality Display to Fast Display	Chuyển hình ảnh từ hiển thị Chất lượng cao sang hiển thị Nhanh
Switch input language	Chuyển ngôn ngữ nhập liệu
Switch keyboard layout	Chuyển bố cục bàn phím
Switch Pen tool to Convert Anchor Point tool	Chuyển công cụ Pen thành công cụ Convert Anchor Point
Switch Pencil tool to Smooth tool	Chuyển công cụ Pencil thành công cụ Smooth
Switch Scissors tool to Add Anchor Point tool	Chuyển công cụ Scissors thành công cụ Add Anchor Point
Switch tabs	Chuyển thẻ
Switch through drawing modes	Chuyển lần lượt qua các chế độ vẽ
Switch to 3D view 1 (defaults to Front)	Chuyển sang chế độ xem 3D 1 (mặc định là Front)
Switch to 3D view 2 (defaults to Custom View 1)	Chuyển sang chế độ xem 3D 2 (mặc định là Custom View 1)
Switch to 3D view 3 (defaults to Active Camera)	Chuyển sang chế độ xem 3D 3 (mặc định là Active Camera)
Switch to a specific tab	Chuyển đến một thẻ cụ thể
Switch to Anchor Point tool	Chuyển sang công cụ Anchor Point
Switch to Day view	Chuyển sang chế độ xem Ngày
Switch to Form View from Design View	Chuyển từ chế độ xem Thiết kế sang chế độ xem Biểu mẫu
Switch to full Week view	Chuyển sang chế độ xem Tuần đầy đủ
Switch to Hand tool (when not in text-edit mode)	Chuyển sang công cụ Hand (khi không ở chế độ chỉnh sửa văn bản)
Switch to last active window	Chuyển sang cửa sổ hoạt động gần nhất
Switch to last tab	Chuyển đến thẻ cuối cùng
Switch to last-used selection tool (Selection tool, Direct Selection tool, or Group Selection tool)	Chuyển sang công cụ chọn dùng gần nhất (công cụ Selection, Direct Selection hoặc Group Selection)
Switch to Month view	Chuyển sang chế độ xem Tháng
Switch to next database window	Chuyển sang cửa sổ cơ sở dữ liệu tiếp theo
Switch to next tab	Chuyển đến thẻ tiếp theo
Switch to next workspace	Chuyển sang không gian làm việc tiếp theo
Switch to next/previous document window	Chuyển sang cửa sổ tài liệu tiếp theo/trước
Switch to previous database window	Chuyển sang cửa sổ cơ sở dữ liệu trước
Switch to previous tab	Chuyển đến thẻ trước
Switch to previous workspace	Chuyển sang không gian làm việc trước
Switch to Smooth tool while using Blob Brush tool	Chuyển sang công cụ Smooth khi đang dùng công cụ Blob Brush
Switch to tab 1	Chuyển đến thẻ 1
Switch to tab 2	Chuyển đến thẻ 2
Switch to tab 3	Chuyển đến thẻ 3
Switch to tab at position (1–8)	Chuyển đến thẻ ở vị trí (1–8)
Switch to the last tab	Chuyển đến thẻ cuối cùng
Switch to the next tab	Chuyển đến thẻ tiếp theo
Switch to the next tab (alt)	Chuyển đến thẻ tiếp theo (cách khác)
Switch to the previous tab	Chuyển đến thẻ trước
Switch to the previous tab (alt)	Chuyển đến thẻ trước (cách khác)
Switch to Visual Basic Editor	Chuyển sang Visual Basic Editor
Switch to Work week view	Chuyển sang chế độ xem Tuần làm việc
Switch to workspace	Chuyển sang không gian làm việc
Switch to Zoom tool in magnify mode	Chuyển sang công cụ Zoom ở chế độ phóng to
Switch to Zoom tool in reduce mode	Chuyển sang công cụ Zoom ở chế độ thu nhỏ
Switch units of measurement	Chuyển đổi đơn vị đo
Switch user / browse as guest	Chuyển người dùng / duyệt với tư cách khách
Switch workspaces	Chuyển không gian làm việc
Switching between drawing modes	Chuyển giữa các chế độ vẽ
Symbol Sprayer tool	Công cụ Symbol Sprayer
Symbols	Ký hiệu
Tab management	Quản lý thẻ
Tables	Bảng
Tabs	Thẻ
Tabs and windows	Thẻ và cửa sổ
Tabs panel	Bảng thẻ
Tags	Nhãn
Take a screenshot	Chụp màn hình
Take actions on messages	Thực hiện thao tác với tin nhắn
Take snapshot	Chụp ảnh nhanh
Task Manager	Task Manager
Tasks	Tác vụ
Tate-chu-yoko setting	Cài đặt Tate-chu-yoko
Temporarily activate Pen tool when the Selection tool is selected and pointer is over a path (Add Vertex tool when pointer is over a segment; Convert Vertex tool when pointer is over a vertex)	Tạm thời kích hoạt công cụ Pen khi công cụ Selection đang được chọn và con trỏ nằm trên path (công cụ Add Vertex khi con trỏ nằm trên phân đoạn; công cụ Convert Vertex khi con trỏ nằm trên đỉnh)
Temporarily activate Selection tool when a pen tool is selected	Tạm thời kích hoạt công cụ Selection khi đang chọn một công cụ pen
Temporarily select Add Anchor Point tool	Tạm thời chọn công cụ Add Anchor Point
Temporarily select Convert Direction Point tool	Tạm thời chọn công cụ Convert Direction Point
Temporarily select Zoom In tool	Tạm thời chọn công cụ Zoom In
Temporarily select Zoom Out tool	Tạm thời chọn công cụ Zoom Out
Temporarily selects Zoom In tool	Tạm thời chọn công cụ Zoom In
Temporarily switch between Add Anchor Point and Delete Anchor Point tool	Tạm thời chuyển giữa công cụ Add Anchor Point và Delete Anchor Point
Temporarily unmute	Tạm thời bật tiếng
Text	Văn bản
Text and Font	Văn bản và phông chữ
Text editing	Chỉnh sửa văn bản
Text Editor	Trình soạn thảo văn bản
Text Extractor	Text Extractor
Text formatting	Định dạng văn bản
Text tool	Công cụ văn bản
Theater mode	Chế độ rạp chiếu phim
Time navigation	Điều hướng thời gian
Time/Date	Thời gian/Ngày tháng
Timeline	Timeline
Timescale navigation	Điều hướng thang thời gian
To Do tag	Nhãn To Do
Toggle auto-hyphenation	Bật/tắt tự động gạch nối
Toggle between fill and stroke	Chuyển giữa màu tô và nét viền
Toggle between Formatting Affects Container and Formatting Affects Text	Chuyển giữa Formatting Affects Container và Formatting Affects Text
Toggle between GPU and CPU Preview of the document	Chuyển giữa GPU Preview và CPU Preview cho tài liệu
Toggle between Graph Editor and layer bar modes	Chuyển giữa chế độ Graph Editor và thanh layer
Toggle between Outline and GPU Preview of the document	Chuyển giữa chế độ Outline và GPU Preview cho tài liệu
Toggle between screen modes: Normal Screen Mode, Full Screen Mode with Menu Bar, Full Screen Mode	Chuyển giữa các chế độ màn hình: Chế độ màn hình bình thường, Chế độ toàn màn hình có thanh menu, Chế độ toàn màn hình
Toggle between text selection and cell selection	Chuyển giữa chọn văn bản và chọn ô
Toggle Block Comment	Bật/tắt bình luận khối
Toggle boundaries	Bật/tắt đường biên
Toggle Breakpoint	Bật/tắt breakpoint
Toggle caret browsing	Bật/tắt duyệt bằng dấu nháy
Toggle Case	Đảo chữ hoa/thường
Toggle channel member list	Bật/tắt danh sách thành viên kênh
Toggle Character/Paragraph text attributes mode	Chuyển chế độ thuộc tính văn bản Ký tự/Đoạn văn
Toggle command palette	Bật/tắt bảng lệnh
Toggle context menu	Bật/tắt menu ngữ cảnh
Toggle deafen	Bật/tắt chặn nghe
Toggle developer tools	Bật/tắt công cụ nhà phát triển
Toggle dialog visibility	Bật/tắt hiển thị hộp thoại
Toggle Edit Mode	Bật/tắt chế độ Chỉnh sửa
Toggle emoji picker	Bật/tắt bộ chọn emoji
Toggle Fill and Stroke	Bật/tắt Màu tô và Nét viền
Toggle focus to/from Control panel	Chuyển tiêu điểm vào/ra bảng Control
Toggle Format Painter	Bật/tắt Format Painter
Toggle formula display	Bật/tắt hiển thị công thức
Toggle Full Screen	Bật/tắt toàn màn hình
Toggle fullscreen	Bật/tắt toàn màn hình
Toggle full-screen	Bật/tắt toàn màn hình
Toggle full-screen view	Bật/tắt chế độ xem toàn màn hình
Toggle fullscreen window	Bật/tắt cửa sổ toàn màn hình
Toggle guides	Bật/tắt đường gióng
Toggle heading and list styles	Bật/tắt kiểu tiêu đề và danh sách
Toggle hotkeys reference	Bật/tắt bảng tra cứu phím tắt
Toggle Integrated Terminal	Bật/tắt Terminal tích hợp
Toggle left sidebar	Bật/tắt thanh bên trái
Toggle Line Breakpoint	Bật/tắt breakpoint dòng
Toggle Line Comment	Bật/tắt chú thích dòng
Toggle line composer	Bật/tắt line composer
Toggle mark mode (keyboard selection)	Bật/tắt chế độ đánh dấu (chọn bằng bàn phím)
Toggle Markdown Preview	Bật/tắt Markdown Preview
Toggle mentions pop-out	Bật/tắt cửa sổ lượt nhắc
Toggle mute	Bật/tắt chế độ tắt tiếng
Toggle mute on a huddle	Bật/tắt chế độ tắt tiếng trong huddle
Toggle Outline and Thumbnail views	Chuyển đổi giữa chế độ xem Dàn bài và Hình thu nhỏ
Toggle palette	Bật/tắt bảng màu
Toggle perspective / orthographic	Chuyển đổi phối cảnh / trực giao
Toggle pins pop-out	Bật/tắt cửa sổ mục đã ghim
Toggle proportional editing	Bật/tắt chỉnh sửa theo tỷ lệ
Toggle quad view	Bật/tắt chế độ xem 4 khung nhìn
Toggle quickmask	Bật/tắt quickmask
Toggle reader mode	Bật/tắt chế độ đọc
Toggle right sidebar	Bật/tắt thanh bên phải
Toggle rulers	Bật/tắt thước
Toggle scrollbars	Bật/tắt thanh cuộn
Toggle Search Details	Bật/tắt chi tiết tìm kiếm
Toggle Selection and Direct Selection tool	Chuyển đổi giữa công cụ Selection và Direct Selection
Toggle selection visibility	Bật/tắt hiển thị vùng chọn
Toggle showing straight RGB color	Bật/tắt hiển thị màu RGB thuần
Toggle Sidebar Visibility	Bật/tắt hiển thị thanh bên
Toggle toolbars	Bật/tắt thanh công cụ
Toggle two-pane view	Bật/tắt chế độ xem hai ngăn
Toggle video	Bật/tắt video
Toggle wireframe / solid shading	Chuyển đổi chế độ wireframe / tô bóng đặc
Toggle Word Wrap	Bật/tắt ngắt dòng tự động
Toggle workbench	Bật/tắt workbench
Toggle x-ray	Bật/tắt x-ray
Toggle Zen Mode	Bật/tắt chế độ Zen
Tool Options	Tùy chọn công cụ
Tool windows	Cửa sổ công cụ
Tools	Công cụ
Tools and zoom	Công cụ và thu phóng
Top of next page	Về đầu trang tiếp theo
Top of previous page	Về đầu trang trước
Top shortcuts	Phím tắt hàng đầu
Top view	Góc nhìn từ trên
Top-align text vertically	Căn văn bản lên trên theo chiều dọc
Touch Type tool	Công cụ Touch Type
Transform	Biến đổi
Transform panel	Bảng Transform
Transforming objects	Biến đổi đối tượng
Transparency panel	Bảng Transparency
Trigger Parameter Hints	Kích hoạt gợi ý tham số
Trigger Suggest	Kích hoạt gợi ý
Trim Composition to work area	Cắt gọn composition theo vùng làm việc
Turn All Caps on or off for selected text	Bật hoặc tắt In hoa toàn bộ cho văn bản đã chọn
Turn Auto Calculate on or off	Bật hoặc tắt tính toán tự động
Turn caret browsing on or off	Bật hoặc tắt duyệt bằng dấu nháy
Turn Casts Shadows property on or off for selected 3D layers	Bật hoặc tắt thuộc tính Casts Shadows cho các layer 3D đã chọn
Turn extend mode on	Bật chế độ mở rộng
Turn Extend Selection mode on or off	Bật hoặc tắt chế độ mở rộng vùng chọn
Turn full-screen mode on/off	Bật/tắt chế độ toàn màn hình
Turn off Video switch for all video layers other than selected layers	Tắt công tắc Video cho mọi layer video trừ các layer đã chọn
Turn on Overprint preview	Bật chế độ Overprint Preview
Turn Track Changes on or off	Bật hoặc tắt Theo dõi Thay đổi
Tweak tool	Công cụ Tweak
Type On A Path tool	Công cụ Type On A Path
Type panels and dialog boxes	Bảng chữ và hộp thoại
Type tool	Công cụ Type
Type-matching completion	Hoàn thành khớp kiểu
Underline	Gạch chân
Undo	Hoàn tác
Undo formatting	Hoàn tác định dạng
Undo History	Lịch sử hoàn tác
Undo last action	Hoàn tác thao tác cuối
Undo the last action	Hoàn tác thao tác cuối cùng
Ungroup selected group	Rã nhóm đã chọn
Ungroup selected groups	Rã các nhóm đã chọn
Ungroup selected shapes	Rã nhóm các hình đã chọn
Ungroup shapes	Rã nhóm hình
Ungroup the selected artwork	Rã nhóm bản vẽ đã chọn
Ungroup the selection	Rã nhóm vùng chọn
Unlink clone	Hủy liên kết clone
Unlink tasks	Hủy liên kết nhiệm vụ
Unlock a selection	Mở khóa vùng chọn
Unlock all layers	Mở khóa tất cả layer
Unsend a message	Thu hồi tin nhắn
Update missing font list	Cập nhật danh sách phông chữ bị thiếu
Update Project	Cập nhật dự án
Upload a file	Tải file lên
Use panels	Sử dụng các bảng
Use shape mode buttons in Pathfinder panel to create compound paths	Dùng các nút chế độ hình dạng trong bảng Pathfinder để tạo compound path
UV Editor	UV Editor
VCS Operations Popup	Cửa sổ thao tác VCS
Version control	Quản lý phiên bản
Vertex select mode	Chế độ chọn đỉnh
View	Chế độ xem
View all	Xem tất cả
View all artboards in window	Xem tất cả artboard trong cửa sổ
View all downloaded files	Xem tất cả file đã tải xuống
View and zoom	Xem và thu phóng
View artwork	Xem bản vẽ
View Breakpoints	Xem breakpoint
View comment thread	Xem luồng bình luận
View open apps	Xem các ứng dụng đang mở
View page source	Xem mã nguồn trang
View selected	Xem mục đã chọn
View source	Xem mã nguồn
View the document in Overprint Preview mode	Xem tài liệu ở chế độ Overprint Preview
View the document in Pixel Preview mode	Xem tài liệu ở chế độ Pixel Preview
Viewing documents and document workspaces	Xem tài liệu và không gian làm việc tài liệu
Viewport navigation	Điều hướng viewport
Views	Các chế độ xem
Virtual desktop	Màn hình nền ảo
Voice and calls	Thoại và cuộc gọi
Wake up device	Đánh thức thiết bị
Warp tool	Công cụ Warp
Web Console	Bảng điều khiển web
Web page	Trang web
Width Tool	Công cụ Width
Window	Cửa sổ
Window and modals	Cửa sổ và hộp thoại
Window and view	Cửa sổ và chế độ xem
Window context menu	Menu ngữ cảnh cửa sổ
Window management	Quản lý cửa sổ
Windows and tabs	Cửa sổ và thẻ
Windows key	Phím Windows
With a camera tool selected, move the camera and its point of interest to look at all 3D layers	Khi đã chọn công cụ camera, di chuyển camera và điểm quan tâm để nhìn tất cả layer 3D
With a camera tool selected, move the camera and its point of interest to look at selected 3D layers	Khi đã chọn công cụ camera, di chuyển camera và điểm quan tâm để nhìn các layer 3D đã chọn
Word count	Đếm từ
Work with documents	Làm việc với tài liệu
Work with Live Paint groups	Làm việc với nhóm Live Paint
Work with objects	Làm việc với đối tượng
Work with selections	Làm việc với vùng chọn
Work with type	Làm việc với chữ
Working with type	Làm việc với chữ
XML Editor	Trình soạn thảo XML
Zoom 1:1	Thu phóng 1:1
Zoom in	Phóng to
Zoom in Magnifier	Phóng to trong Kính lúp
Zoom out	Thu nhỏ
Zoom out Magnifier	Thu nhỏ trong Kính lúp
Zoom to 100%	Thu phóng về 100%
Zoom to 50%, 200%, or 400%	Thu phóng về 50%, 200% hoặc 400%
Zoom to fit	Thu phóng vừa khung hình
Zoom to full page view	Thu phóng về chế độ xem toàn trang
Zoom to the selection	Thu phóng đến vùng chọn
Zoom tool	Công cụ thu phóng
